PROCNUM,TABLENO,DMAGE,DMRACE,DMGNDR,DMBMI,DMRISK,VARIABLE,_C1,_C2,_C3,_C4,_C5,NSUM,WSUM,PERCENT
3,1,Teen,Other Race Including Multi Racial,Male,Healthy,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Male,Healthy,Not at risk,1,1,1,1,1,1,17,240520.80,0.00
3,1,Teen,Other Race Including Multi Racial,Male,Healthy,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Male,Unknown,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Male,Unknown,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Male,Unknown,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Male,Unknown,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Female,0,0,1,1,1,1,0,0,52,1008739.86,0.00
3,1,Teen,Other Race Including Multi Racial,Female,0,At risk,1,1,1,1,0,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Female,0,Not at risk,1,1,1,1,0,1,52,1008739.86,0.00
3,1,Teen,Other Race Including Multi Racial,Female,0,Unknown,1,1,1,1,0,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Female,Obese,0,1,1,1,1,1,0,17,360388.53,0.00
3,1,Teen,Other Race Including Multi Racial,Female,Obese,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Female,Obese,Not at risk,1,1,1,1,1,1,17,360388.53,0.00
3,1,Teen,Other Race Including Multi Racial,Female,Obese,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Female,Overwweight,0,1,1,1,1,1,0,16,266912.01,0.00
3,1,Teen,Other Race Including Multi Racial,Female,Overwweight,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Female,Overwweight,Not at risk,1,1,1,1,1,1,16,266912.01,0.00
3,1,Teen,Other Race Including Multi Racial,Female,Overwweight,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Female,Healthy,0,1,1,1,1,1,0,19,381439.32,0.00
3,1,Teen,Other Race Including Multi Racial,Female,Healthy,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Female,Healthy,Not at risk,1,1,1,1,1,1,19,381439.32,0.00
3,1,Teen,Other Race Including Multi Racial,Female,Healthy,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Female,Unknown,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Female,Unknown,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Female,Unknown,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Female,Unknown,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Other,0,0,1,1,1,1,0,0,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Other,0,At risk,1,1,1,1,0,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Other,0,Not at risk,1,1,1,1,0,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Other,0,Unknown,1,1,1,1,0,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Other,Obese,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Other,Obese,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Other,Obese,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Other,Obese,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Other,Overwweight,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Other,Overwweight,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Other,Overwweight,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Other,Overwweight,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Other,Healthy,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Other,Healthy,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Other,Healthy,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Other,Healthy,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Other,Unknown,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Other,Unknown,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Other,Unknown,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Other,Unknown,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Unknown,0,0,1,1,1,1,0,0,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Unknown,0,At risk,1,1,1,1,0,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Unknown,0,Not at risk,1,1,1,1,0,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Unknown,0,Unknown,1,1,1,1,0,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Unknown,Obese,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Unknown,Obese,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Unknown,Obese,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Unknown,Obese,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Unknown,Overwweight,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Unknown,Overwweight,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Unknown,Overwweight,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Unknown,Overwweight,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Unknown,Healthy,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Unknown,Healthy,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Unknown,Healthy,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Unknown,Healthy,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Unknown,Unknown,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Unknown,Unknown,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Unknown,Unknown,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Other Race Including Multi Racial,Unknown,Unknown,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,0,0,0,1,1,1,0,0,0,0,0.00,
3,1,Teen,Unknown,0,0,At risk,1,1,1,0,0,1,0,0.00,
3,1,Teen,Unknown,0,0,Not at risk,1,1,1,0,0,1,0,0.00,
3,1,Teen,Unknown,0,0,Unknown,1,1,1,0,0,1,0,0.00,
3,1,Teen,Unknown,0,Obese,0,1,1,1,0,1,0,0,0.00,
3,1,Teen,Unknown,0,Obese,At risk,1,1,1,0,1,1,0,0.00,
3,1,Teen,Unknown,0,Obese,Not at risk,1,1,1,0,1,1,0,0.00,
3,1,Teen,Unknown,0,Obese,Unknown,1,1,1,0,1,1,0,0.00,
3,1,Teen,Unknown,0,Overwweight,0,1,1,1,0,1,0,0,0.00,
3,1,Teen,Unknown,0,Overwweight,At risk,1,1,1,0,1,1,0,0.00,
3,1,Teen,Unknown,0,Overwweight,Not at risk,1,1,1,0,1,1,0,0.00,
3,1,Teen,Unknown,0,Overwweight,Unknown,1,1,1,0,1,1,0,0.00,
3,1,Teen,Unknown,0,Healthy,0,1,1,1,0,1,0,0,0.00,
3,1,Teen,Unknown,0,Healthy,At risk,1,1,1,0,1,1,0,0.00,
3,1,Teen,Unknown,0,Healthy,Not at risk,1,1,1,0,1,1,0,0.00,
3,1,Teen,Unknown,0,Healthy,Unknown,1,1,1,0,1,1,0,0.00,
3,1,Teen,Unknown,0,Unknown,0,1,1,1,0,1,0,0,0.00,
3,1,Teen,Unknown,0,Unknown,At risk,1,1,1,0,1,1,0,0.00,
3,1,Teen,Unknown,0,Unknown,Not at risk,1,1,1,0,1,1,0,0.00,
3,1,Teen,Unknown,0,Unknown,Unknown,1,1,1,0,1,1,0,0.00,
3,1,Teen,Unknown,Male,0,0,1,1,1,1,0,0,0,0.00,
3,1,Teen,Unknown,Male,0,At risk,1,1,1,1,0,1,0,0.00,
3,1,Teen,Unknown,Male,0,Not at risk,1,1,1,1,0,1,0,0.00,
3,1,Teen,Unknown,Male,0,Unknown,1,1,1,1,0,1,0,0.00,
3,1,Teen,Unknown,Male,Obese,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Unknown,Male,Obese,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Male,Obese,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Male,Obese,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Male,Overwweight,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Unknown,Male,Overwweight,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Male,Overwweight,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Male,Overwweight,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Male,Healthy,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Unknown,Male,Healthy,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Male,Healthy,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Male,Healthy,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Male,Unknown,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Unknown,Male,Unknown,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Male,Unknown,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Male,Unknown,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Female,0,0,1,1,1,1,0,0,0,0.00,
3,1,Teen,Unknown,Female,0,At risk,1,1,1,1,0,1,0,0.00,
3,1,Teen,Unknown,Female,0,Not at risk,1,1,1,1,0,1,0,0.00,
3,1,Teen,Unknown,Female,0,Unknown,1,1,1,1,0,1,0,0.00,
3,1,Teen,Unknown,Female,Obese,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Unknown,Female,Obese,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Female,Obese,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Female,Obese,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Female,Overwweight,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Unknown,Female,Overwweight,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Female,Overwweight,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Female,Overwweight,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Female,Healthy,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Unknown,Female,Healthy,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Female,Healthy,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Female,Healthy,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Female,Unknown,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Unknown,Female,Unknown,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Female,Unknown,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Female,Unknown,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Other,0,0,1,1,1,1,0,0,0,0.00,
3,1,Teen,Unknown,Other,0,At risk,1,1,1,1,0,1,0,0.00,
3,1,Teen,Unknown,Other,0,Not at risk,1,1,1,1,0,1,0,0.00,
3,1,Teen,Unknown,Other,0,Unknown,1,1,1,1,0,1,0,0.00,
3,1,Teen,Unknown,Other,Obese,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Unknown,Other,Obese,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Other,Obese,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Other,Obese,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Other,Overwweight,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Unknown,Other,Overwweight,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Other,Overwweight,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Other,Overwweight,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Other,Healthy,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Unknown,Other,Healthy,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Other,Healthy,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Other,Healthy,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Other,Unknown,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Unknown,Other,Unknown,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Other,Unknown,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Other,Unknown,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Unknown,0,0,1,1,1,1,0,0,0,0.00,
3,1,Teen,Unknown,Unknown,0,At risk,1,1,1,1,0,1,0,0.00,
3,1,Teen,Unknown,Unknown,0,Not at risk,1,1,1,1,0,1,0,0.00,
3,1,Teen,Unknown,Unknown,0,Unknown,1,1,1,1,0,1,0,0.00,
3,1,Teen,Unknown,Unknown,Obese,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Unknown,Unknown,Obese,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Unknown,Obese,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Unknown,Obese,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Unknown,Overwweight,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Unknown,Unknown,Overwweight,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Unknown,Overwweight,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Unknown,Overwweight,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Unknown,Healthy,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Unknown,Unknown,Healthy,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Unknown,Healthy,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Unknown,Healthy,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Unknown,Unknown,0,1,1,1,1,1,0,0,0.00,
3,1,Teen,Unknown,Unknown,Unknown,At risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Unknown,Unknown,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Teen,Unknown,Unknown,Unknown,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Twenty,0,0,0,0,1,1,0,0,0,0,0,0.00,
3,1,Twenty,0,0,0,At risk,1,1,0,0,0,1,0,0.00,
3,1,Twenty,0,0,0,Not at risk,1,1,0,0,0,1,0,0.00,
3,1,Twenty,0,0,0,Unknown,1,1,0,0,0,1,0,0.00,
3,1,Twenty,0,0,Obese,0,1,1,0,0,1,0,0,0.00,
3,1,Twenty,0,0,Obese,At risk,1,1,0,0,1,1,0,0.00,
3,1,Twenty,0,0,Obese,Not at risk,1,1,0,0,1,1,0,0.00,
3,1,Twenty,0,0,Obese,Unknown,1,1,0,0,1,1,0,0.00,
3,1,Twenty,0,0,Overwweight,0,1,1,0,0,1,0,0,0.00,
3,1,Twenty,0,0,Overwweight,At risk,1,1,0,0,1,1,0,0.00,
3,1,Twenty,0,0,Overwweight,Not at risk,1,1,0,0,1,1,0,0.00,
3,1,Twenty,0,0,Overwweight,Unknown,1,1,0,0,1,1,0,0.00,
3,1,Twenty,0,0,Healthy,0,1,1,0,0,1,0,0,0.00,
3,1,Twenty,0,0,Healthy,At risk,1,1,0,0,1,1,0,0.00,
3,1,Twenty,0,0,Healthy,Not at risk,1,1,0,0,1,1,0,0.00,
3,1,Twenty,0,0,Healthy,Unknown,1,1,0,0,1,1,0,0.00,
3,1,Twenty,0,0,Unknown,0,1,1,0,0,1,0,0,0.00,
3,1,Twenty,0,0,Unknown,At risk,1,1,0,0,1,1,0,0.00,
3,1,Twenty,0,0,Unknown,Not at risk,1,1,0,0,1,1,0,0.00,
3,1,Twenty,0,0,Unknown,Unknown,1,1,0,0,1,1,0,0.00,
3,1,Twenty,0,Male,0,0,1,1,0,1,0,0,0,0.00,
3,1,Twenty,0,Male,0,At risk,1,1,0,1,0,1,0,0.00,
3,1,Twenty,0,Male,0,Not at risk,1,1,0,1,0,1,0,0.00,
3,1,Twenty,0,Male,0,Unknown,1,1,0,1,0,1,0,0.00,
3,1,Twenty,0,Male,Obese,0,1,1,0,1,1,0,0,0.00,
3,1,Twenty,0,Male,Obese,At risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Male,Obese,Not at risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Male,Obese,Unknown,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Male,Overwweight,0,1,1,0,1,1,0,0,0.00,
3,1,Twenty,0,Male,Overwweight,At risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Male,Overwweight,Not at risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Male,Overwweight,Unknown,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Male,Healthy,0,1,1,0,1,1,0,0,0.00,
3,1,Twenty,0,Male,Healthy,At risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Male,Healthy,Not at risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Male,Healthy,Unknown,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Male,Unknown,0,1,1,0,1,1,0,0,0.00,
3,1,Twenty,0,Male,Unknown,At risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Male,Unknown,Not at risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Male,Unknown,Unknown,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Female,0,0,1,1,0,1,0,0,0,0.00,
3,1,Twenty,0,Female,0,At risk,1,1,0,1,0,1,0,0.00,
3,1,Twenty,0,Female,0,Not at risk,1,1,0,1,0,1,0,0.00,
3,1,Twenty,0,Female,0,Unknown,1,1,0,1,0,1,0,0.00,
3,1,Twenty,0,Female,Obese,0,1,1,0,1,1,0,0,0.00,
3,1,Twenty,0,Female,Obese,At risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Female,Obese,Not at risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Female,Obese,Unknown,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Female,Overwweight,0,1,1,0,1,1,0,0,0.00,
3,1,Twenty,0,Female,Overwweight,At risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Female,Overwweight,Not at risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Female,Overwweight,Unknown,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Female,Healthy,0,1,1,0,1,1,0,0,0.00,
3,1,Twenty,0,Female,Healthy,At risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Female,Healthy,Not at risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Female,Healthy,Unknown,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Female,Unknown,0,1,1,0,1,1,0,0,0.00,
3,1,Twenty,0,Female,Unknown,At risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Female,Unknown,Not at risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Female,Unknown,Unknown,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Other,0,0,1,1,0,1,0,0,0,0.00,
3,1,Twenty,0,Other,0,At risk,1,1,0,1,0,1,0,0.00,
3,1,Twenty,0,Other,0,Not at risk,1,1,0,1,0,1,0,0.00,
3,1,Twenty,0,Other,0,Unknown,1,1,0,1,0,1,0,0.00,
3,1,Twenty,0,Other,Obese,0,1,1,0,1,1,0,0,0.00,
3,1,Twenty,0,Other,Obese,At risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Other,Obese,Not at risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Other,Obese,Unknown,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Other,Overwweight,0,1,1,0,1,1,0,0,0.00,
3,1,Twenty,0,Other,Overwweight,At risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Other,Overwweight,Not at risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Other,Overwweight,Unknown,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Other,Healthy,0,1,1,0,1,1,0,0,0.00,
3,1,Twenty,0,Other,Healthy,At risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Other,Healthy,Not at risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Other,Healthy,Unknown,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Other,Unknown,0,1,1,0,1,1,0,0,0.00,
3,1,Twenty,0,Other,Unknown,At risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Other,Unknown,Not at risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Other,Unknown,Unknown,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Unknown,0,0,1,1,0,1,0,0,0,0.00,
3,1,Twenty,0,Unknown,0,At risk,1,1,0,1,0,1,0,0.00,
3,1,Twenty,0,Unknown,0,Not at risk,1,1,0,1,0,1,0,0.00,
3,1,Twenty,0,Unknown,0,Unknown,1,1,0,1,0,1,0,0.00,
3,1,Twenty,0,Unknown,Obese,0,1,1,0,1,1,0,0,0.00,
3,1,Twenty,0,Unknown,Obese,At risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Unknown,Obese,Not at risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Unknown,Obese,Unknown,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Unknown,Overwweight,0,1,1,0,1,1,0,0,0.00,
3,1,Twenty,0,Unknown,Overwweight,At risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Unknown,Overwweight,Not at risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Unknown,Overwweight,Unknown,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Unknown,Healthy,0,1,1,0,1,1,0,0,0.00,
3,1,Twenty,0,Unknown,Healthy,At risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Unknown,Healthy,Not at risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Unknown,Healthy,Unknown,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Unknown,Unknown,0,1,1,0,1,1,0,0,0.00,
3,1,Twenty,0,Unknown,Unknown,At risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Unknown,Unknown,Not at risk,1,1,0,1,1,1,0,0.00,
3,1,Twenty,0,Unknown,Unknown,Unknown,1,1,0,1,1,1,0,0.00,
3,1,Twenty,Mexican American,0,0,0,1,1,1,0,0,0,0,0.00,
3,1,Twenty,Mexican American,0,0,At risk,1,1,1,0,0,1,0,0.00,
3,1,Twenty,Mexican American,0,0,Not at risk,1,1,1,0,0,1,0,0.00,
3,1,Twenty,Mexican American,0,0,Unknown,1,1,1,0,0,1,0,0.00,
3,1,Twenty,Mexican American,0,Obese,0,1,1,1,0,1,0,0,0.00,
3,1,Twenty,Mexican American,0,Obese,At risk,1,1,1,0,1,1,0,0.00,
3,1,Twenty,Mexican American,0,Obese,Not at risk,1,1,1,0,1,1,0,0.00,
3,1,Twenty,Mexican American,0,Obese,Unknown,1,1,1,0,1,1,0,0.00,
3,1,Twenty,Mexican American,0,Overwweight,0,1,1,1,0,1,0,0,0.00,
3,1,Twenty,Mexican American,0,Overwweight,At risk,1,1,1,0,1,1,0,0.00,
3,1,Twenty,Mexican American,0,Overwweight,Not at risk,1,1,1,0,1,1,0,0.00,
3,1,Twenty,Mexican American,0,Overwweight,Unknown,1,1,1,0,1,1,0,0.00,
3,1,Twenty,Mexican American,0,Healthy,0,1,1,1,0,1,0,0,0.00,
3,1,Twenty,Mexican American,0,Healthy,At risk,1,1,1,0,1,1,0,0.00,
3,1,Twenty,Mexican American,0,Healthy,Not at risk,1,1,1,0,1,1,0,0.00,
3,1,Twenty,Mexican American,0,Healthy,Unknown,1,1,1,0,1,1,0,0.00,
3,1,Twenty,Mexican American,0,Unknown,0,1,1,1,0,1,0,0,0.00,
3,1,Twenty,Mexican American,0,Unknown,At risk,1,1,1,0,1,1,0,0.00,
3,1,Twenty,Mexican American,0,Unknown,Not at risk,1,1,1,0,1,1,0,0.00,
3,1,Twenty,Mexican American,0,Unknown,Unknown,1,1,1,0,1,1,0,0.00,
3,1,Twenty,Mexican American,Male,0,0,1,1,1,1,0,0,0,0.00,
3,1,Twenty,Mexican American,Male,0,At risk,1,1,1,1,0,1,0,0.00,
3,1,Twenty,Mexican American,Male,0,Not at risk,1,1,1,1,0,1,0,0.00,
3,1,Twenty,Mexican American,Male,0,Unknown,1,1,1,1,0,1,0,0.00,
3,1,Twenty,Mexican American,Male,Obese,0,1,1,1,1,1,0,0,0.00,
3,1,Twenty,Mexican American,Male,Obese,At risk,1,1,1,1,1,1,0,0.00,
3,1,Twenty,Mexican American,Male,Obese,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Twenty,Mexican American,Male,Obese,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Twenty,Mexican American,Male,Overwweight,0,1,1,1,1,1,0,0,0.00,
3,1,Twenty,Mexican American,Male,Overwweight,At risk,1,1,1,1,1,1,0,0.00,
3,1,Twenty,Mexican American,Male,Overwweight,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Twenty,Mexican American,Male,Overwweight,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Twenty,Mexican American,Male,Healthy,0,1,1,1,1,1,0,0,0.00,
3,1,Twenty,Mexican American,Male,Healthy,At risk,1,1,1,1,1,1,0,0.00,
3,1,Twenty,Mexican American,Male,Healthy,Not at risk,1,1,1,1,1,1,0,0.00,
3,1,Twenty,Mexican American,Male,Healthy,Unknown,1,1,1,1,1,1,0,0.00,
3,1,Twenty,Mexican American,Male,Unknown,0,1,1,1,1,1,0,0,0.00,
3,1,Twenty,Mexican American,Male,Unknown,At risk,1,1,1,1,1,1,0,0.00,
3,1,Twenty,Mexican American,Male,Unknown,Not at risk,1,1,1,1,1,1,0,0.00,
